0.000000000000000000e+00,3.606014315043583718e+00
4.218595075338816613e+00,1.372062628153516783e+01
8.437190150677633227e+00,3.501997289620279474e+01
1.265578522601644984e+01,6.885508125165505078e+01
1.687438030135526645e+01,1.151236973767264686e+02
2.109297537669408484e+01,1.736874880294333252e+02
2.531157045203289968e+01,2.437444923594650845e+02
2.953016552737171452e+01,3.245297585888054073e+02
3.374876060271053291e+01,4.150969122579178929e+02
3.796735567804935130e+01,5.142848507679922250e+02
4.218595075338816969e+01,6.214001397003557940e+02
4.640454582872698097e+01,7.347579940783605252e+02
5.062314090406579936e+01,8.547036168601439385e+02
5.484173597940461775e+01,9.856416553360063517e+02
5.906033105474342904e+01,1.125489736663125996e+03
6.327892613008224743e+01,1.267206512056303836e+03
6.749752120542106582e+01,1.412498450669746035e+03
7.171611628075987710e+01,1.568989095006404796e+03
7.593471135609870259e+01,1.728588462290145117e+03
8.015330643143751388e+01,1.889711352781873074e+03
8.437190150677633937e+01,2.059849233619458118e+03
8.859049658211515066e+01,2.232874781596939556e+03
9.280909165745396194e+01,2.411487583230909877e+03
9.702768673279278744e+01,2.602954059809557748e+03
1.012462818081315987e+02,2.791188315014791897e+03
1.054648768834704100e+02,2.971242396006755826e+03
1.096834719588092355e+02,3.154290319589712908e+03
1.139020670341480468e+02,3.351984971906009378e+03
1.181206621094868581e+02,3.566352004282694907e+03
1.223392571848256836e+02,3.775888195703898418e+03
1.265578522601644949e+02,3.973455681162449764e+03
1.307764473355033203e+02,4.170250265804067567e+03
1.349950424108421316e+02,4.380699183667737088e+03
1.392136374861809429e+02,4.601779357460021856e+03
1.434322325615197542e+02,4.822637433949813385e+03
1.476508276368585939e+02,5.050306537914656474e+03
1.518694227121974052e+02,5.276899504867964424e+03
1.560880177875362165e+02,5.486630877980927835e+03
1.603066128628750278e+02,5.698519376779569939e+03
1.645252079382138390e+02,5.922692709280786403e+03
1.687438030135526787e+02,6.129811041393269079e+03
1.729623980888914900e+02,6.329888430253649858e+03
1.771809931642303013e+02,6.550091963759853570e+03
1.813995882395691126e+02,6.784496589588850838e+03
1.856181833149079239e+02,7.006606952259088757e+03
1.898367783902467352e+02,7.217499281644370058e+03
1.940553734655855749e+02,7.437394459464686406e+03
1.982739685409243862e+02,7.662261373014231140e+03
2.024925636162631974e+02,7.920892062092974811e+03
2.067111586916020087e+02,8.210277027887999793e+03
2.109297537669408200e+02,8.463032974243556964e+03
2.151483488422796597e+02,8.675265118753619390e+03
2.193669439176184710e+02,8.895927911349121132e+03
2.235855389929572823e+02,9.146972183320998738e+03
2.278041340682960936e+02,9.406653369686342558e+03
2.320227291436349049e+02,9.661837844629350002e+03
2.362413242189737161e+02,9.877671525282068615e+03
2.404599192943125558e+02,1.007395982816331525e+04
2.446785143696513671e+02,1.031578508962420892e+04
2.488971094449901784e+02,1.060140110959272533e+04
2.531157045203289897e+02,1.085890104281712593e+04
2.573342995956678010e+02,1.108133797924702958e+04
2.615528946710066407e+02,1.130104346379588060e+04
2.657714897463454236e+02,1.149835537605725585e+04
2.699900848216842633e+02,1.169139209732930067e+04
2.742086798970231030e+02,1.191469047668910571e+04
2.784272749723618858e+02,1.216850559995289950e+04
2.826458700477007255e+02,1.243768329979178998e+04
2.868644651230395084e+02,1.272451525863935603e+04
2.910830601983783481e+02,1.298832668777341496e+04
2.953016552737171878e+02,1.324986943719555893e+04
2.995202503490559707e+02,1.350504016016715104e+04
3.037388454243948104e+02,1.373371385828210987e+04
3.079574404997335932e+02,1.393623845728982997e+04
3.121760355750724329e+02,1.413709997120208573e+04
3.163946306504112727e+02,1.438508038681042308e+04
3.206132257257500555e+02,1.467792194947639837e+04
3.248318208010888952e+02,1.494125627686665575e+04
3.290504158764276781e+02,1.518733837325615968e+04
3.332690109517665178e+02,1.542307836909685648e+04
3.374876060271053575e+02,1.565290697624114910e+04
3.417062011024441404e+02,1.589395806291670306e+04
3.459247961777829801e+02,1.611897122432668039e+04
3.501433912531217629e+02,1.638012031075529012e+04
3.543619863284606026e+02,1.670060272391707622e+04
3.585805814037993855e+02,1.700725293589511421e+04
3.627991764791382252e+02,1.726169406990474454e+04
3.670177715544770649e+02,1.744511180334079836e+04
3.712363666298158478e+02,1.758234329150653866e+04
3.754549617051546875e+02,1.776664056907747363e+04
3.796735567804934703e+02,1.799102275921362889e+04
3.838921518558323100e+02,1.826309960774895808e+04
3.881107469311711498e+02,1.855629108962736427e+04
3.923293420065099326e+02,1.880146878061020470e+04
3.965479370818487723e+02,1.903103763765029726e+04
4.007665321571875552e+02,1.923699925346136297e+04
4.049851272325263949e+02,1.947053599117179328e+04
4.092037223078652346e+02,1.982328180659627105e+04
