0.000000000000000000e+00,4.044959601374935043e-01
1.737334169774358505e+00,1.050746229523149333e+00
3.474668339548717011e+00,1.653993161544270007e+00
5.212002509323075294e+00,2.005969117562163007e+00
6.949336679097434022e+00,2.178084136213058297e+00
8.686670848871791861e+00,2.259750114152490497e+00
1.042400501864615059e+01,2.298423212363140511e+00
1.216133918842050932e+01,2.316736083234938626e+00
1.389867335819486804e+01,2.325407772817816632e+00
1.563600752796922677e+01,2.329514076015617885e+00
1.737334169774358372e+01,2.331458532835840369e+00
1.911067586751794423e+01,2.332379291032101509e+00
2.084801003729230118e+01,2.332815297451562575e+00
2.258534420706666168e+01,2.333021759472300616e+00
2.432267837684101863e+01,2.333119525386067927e+00
2.606001254661537914e+01,2.333165820456999828e+00
2.779734671638973609e+01,2.333187742551419142e+00
2.953468088616409304e+01,2.333198123315808559e+00
3.127201505593845354e+01,2.333203038916810801e+00
3.300934922571281049e+01,2.333205366600236808e+00
3.474668339548716745e+01,2.333206468827640823e+00
3.648401756526153150e+01,2.333206990765133160e+00
3.822135173503588845e+01,2.333207237918074384e+00
3.995868590481024540e+01,2.333207354952351320e+00
4.169602007458460236e+01,2.333207410371565871e+00
4.343335424435895931e+01,2.333207436614213925e+00
4.517068841413332336e+01,2.333207449040888726e+00
4.690802258390768031e+01,2.333207454925290136e+00
4.864535675368203727e+01,2.333207457711728772e+00
5.038269092345639422e+01,2.333207459031190645e+00
5.212002509323075827e+01,2.333207459655995297e+00
5.385735926300511522e+01,2.333207459951858187e+00
5.559469343277947218e+01,2.333207460091958563e+00
5.733202760255382913e+01,2.333207460158300162e+00
5.906936177232818608e+01,2.333207460189714588e+00
6.080669594210255013e+01,2.333207460204590245e+00
6.254403011187690709e+01,2.333207460211634832e+00
6.428136428165126404e+01,2.333207460214970386e+00
6.601869845142562099e+01,2.333207460216549567e+00
6.775603262119997794e+01,2.333207460217297857e+00
6.949336679097433489e+01,2.333207460217652240e+00
7.123070096074869184e+01,2.333207460217819662e+00
7.296803513052306300e+01,2.333207460217899154e+00
7.470536930029741995e+01,2.333207460217936902e+00
7.644270347007177691e+01,2.333207456025596649e+00
7.818003763984613386e+01,2.333206424933200740e+00
7.991737180962049081e+01,2.333112793455115241e+00
8.165470597939484776e+01,2.329938432234620826e+00
8.339204014916920471e+01,2.288795572241026921e+00
8.512937431894356166e+01,2.073286635459902438e+00
8.686670848871791861e+01,1.565698207597310709e+00
8.860404265849228977e+01,9.436038787566459751e-01
9.034137682826664673e+01,4.815014980424076607e-01
