0.000000000000000000e+00,1.303291773204519721e+00
1.811736084228985799e+00,5.023025751761373670e+00
3.623472168457971598e+00,1.301993746835621302e+01
5.435208252686956953e+00,2.606547595671964501e+01
7.246944336915943197e+00,4.431192519645930616e+01
9.058680421144929440e+00,6.777118601285127397e+01
1.087041650537391391e+01,9.644361112089156052e+01
1.268215258960290015e+01,1.303292044116769262e+02
1.449388867383188639e+01,1.694279659010446437e+02
1.630562475806087264e+01,2.137398955889946990e+02
1.811736084228985888e+01,2.632649934755270920e+02
1.992909692651884512e+01,3.180032595606419363e+02
2.174083301074782781e+01,3.779546938443390900e+02
2.355256909497681406e+01,4.431192963266186098e+02
2.536430517920580030e+01,5.134970670074804957e+02
2.717604126343478654e+01,5.890880058869246341e+02
2.898777734766377279e+01,6.698921129649511386e+02
3.079951343189275903e+01,7.559093882415600092e+02
3.261124951612174527e+01,8.471398317167511323e+02
3.442298560035072796e+01,9.435834433905247352e+02
3.623472168457971776e+01,1.045240223262880590e+03
3.804645776880870045e+01,1.152110171333819153e+03
3.985819385303769025e+01,1.264193287603339513e+03
4.166992993726667294e+01,1.381489572071442126e+03
4.348166602149565563e+01,1.503999024738127673e+03
4.529340210572464542e+01,1.631721645603395700e+03
4.710513818995362811e+01,1.764657434667245752e+03
4.891687427418261791e+01,1.902806391929677602e+03
5.072861035841160060e+01,2.046168517390692614e+03
5.254034644264059040e+01,2.194743811050289423e+03
5.435208252686957309e+01,2.348532272908469167e+03
5.616381861109856288e+01,2.507533902965231846e+03
5.797555469532754557e+01,2.671748701220576095e+03
5.978729077955652826e+01,2.841176667674502369e+03
6.159902686378551806e+01,3.015817802327011123e+03
6.341076294801450075e+01,3.195672105178102356e+03
6.522249903224349055e+01,3.380739576227776524e+03
6.703423511647247324e+01,3.571020215476033172e+03
6.884597120070145593e+01,3.766514022922871391e+03
7.065770728493045283e+01,3.967220998568291634e+03
7.246944336915943552e+01,4.173141142412295267e+03
7.428117945338841821e+01,4.384274454454879560e+03
7.609291553761740090e+01,4.600620934696049517e+03
7.790465162184638359e+01,4.822180583135797860e+03
7.971638770607538049e+01,5.048953399768851341e+03
8.152812379030436318e+01,5.280939383282339804e+03
8.333985987453334587e+01,5.518138412224055173e+03
8.515159595876232856e+01,5.760546169520754120e+03
