0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.5,0,0
0.6,0,0
0.7,0,0
0.8,0,0
0.9,0,0
1,0,0
1.1,0,0
1.2,0,0
1.3,0,0
1.4,0,0
1.5,0,0
1.6,0,0
1.7,0,0
1.8,0,0
1.9,0,0
2,0,0
2.1,0,0
2.2,0,0
2.3,0,0
2.4,0,0
2.5,0,0
2.6,0,0
2.7,0,0
2.8,0,0
2.9,0,0
3,0,0
3.1,0,0
3.2,0,0
3.3,0,0
3.4,0,0
3.5,0,0
3.6,0,0
3.7,0,0
3.8,0,0
3.9,0,0
4,0,0
4.1,0,0
4.2,0,0
4.3,0,0
4.4,0,0
4.5,0,0
4.6,0,0
4.7,0,0
4.8,0,0
4.9,0,0
5,0,0
5.1,0,0
5.2,0,0
5.3,0,0
5.4,0,0
5.5,0,0
5.6,0,0
5.7,0,0
5.8,0,0
5.9,0,0
6,0,0
6.1,0,0
6.2,0,0
6.3,0,0
6.4,0,0
6.5,0,0
6.6,0,0
6.7,0,0
6.8,0,0
6.9,0,0
7,0,0
7.1,0,0
7.2,0,0
7.3,0,0
7.4,0,0
7.5,0,0
7.6,0,0
7.7,0,0
7.8,0,0
7.9,0,0
8,0,0
8.1,0,0
8.2,0,0
8.3,0,0
8.4,0,0
8.5,0,0
8.6,0,0
8.7,0,0
8.8,0,0
8.9,0,0
9,0,0
9.1,0,0
9.2,0,0
9.3,0,0
9.4,0,0
9.5,0,0
9.6,0,0
9.7,0,0
9.8,0,0
9.9,0,0
10,0,0
10.1,0,0
10.2,0,0
10.3,0,0
10.4,0,0
10.5,0,0
10.6,0,0
10.7,0,0
10.8,0,0
10.9,0,0
11,0,0
11.1,0,0
11.2,0,0
11.3,0,0
11.4,0,0
11.5,0,0
11.6,0,0
11.7,0,0
11.8,0,0
11.9,0,0
12,0,0
12.1,0,0
12.2,0,0
12.3,0,0
12.4,0,0
12.5,0,0
12.6,0,0
12.7,0,0
12.8,0,0
12.9,0,0
13,0,0
13.1,0,0
13.2,0,0
13.3,0,0
13.4,0,0
13.5,0,0
13.6,0,0
13.7,0,0
13.8,0,0
13.9,0,0
14,0,0
14.1,0,0
14.2,0,0
14.3,0,0
14.4,0,0
14.5,0,0
14.6,0,0
14.7,0,0
14.8,0,0
14.9,0,0
15,5,0
15.1,5,0
15.2,5,0.224829000000000
15.3,5,0.527859000000000
15.4,5,0.811339000000000
15.5,5,1.10948200000000
15.6,5,1.34408600000000
15.7,5,1.59824000000000
15.8,5,1.80840700000000
15.9,5,2.02346000000000
16,5,2.21407600000000
16.1,5,2.40469200000000
16.2,5,2.57575800000000
16.3,5,2.74682300000000
16.4,5,2.91300100000000
16.5,5,3.04985300000000
16.6,5,3.17693100000000
16.7,4.76531300000000,3.3088950000000
16.8,4.03438800000000,3.41642200000000
16.9,3.33005500000000,3.51417400000000
17,3.03345300000000,3.5386120000000
17.1,3.10793400000000,3.49951100000000
17.2,3.48487900000000,3.41153500000000
17.3,3.94587600000000,3.31378300000000
17.4,3.99914200000000,3.28934500000000
17.5,3.8268120000000,3.30400800000000
17.6,3.59197700000000,3.32844600000000
17.7,3.37905800000000,3.34799600000000
17.8,3.27678200000000,3.34799600000000
17.9,3.34909000000000,3.31867100000000
18,3.63369800000000,3.25513200000000
18.1,3.67510400000000,3.2355820000000
18.2,3.69315900000000,3.22091900000000
18.3,3.59913400000000,3.2258060000000
18.4,3.47457500000000,3.2355820000000
18.5,3.40533700000,3.2355820000000
18.6,3.39429500000000,3.2258060000000
18.7,3.32793000000000,3.2258060000000
18.8,3.37795500000000,3.20625600000000
18.9,3.49192000000000,3.17693100000000
19,3.46901800000000,3.17204300000000
19.1,3.5639410000000,3.14760500000000
19.2,3.52056000000000,3.14760500000000
19.3,3.33169200000000,3.17204300000000
19.4,3.2229340000000,3.18181800000000
19.5,3.31498500000000,3.15738000000000
19.6,3.47241200000000,3.12316700000000
19.7,3.49440800000000,3.11339200000000
19.8,3.4319850000000,3.11828000000000
19.9,3.33902800000000,3.12805500000000
20,3.27229500000000,3.13294200000000
20.1,3.32051500000000,3.11828000000000
20.2,3.31485000000000,3.11339200000000
20.3,3.4852060000000,3.0791790000000
20.4,3.49103300000000,3.07429100000000
20.5,3.46919800000000,3.07429100000000
20.6,3.2436830000000,3.10850400000000
20.7,3.29908600000000,3.09384200000000
20.8,3.2133110000000,3.10361700000000
20.9,3.21195500000000,3.09872900000000
21,3.32842500000000,3.07429100000000
21.1,3.39388300000000,3.05962900000000
21.2,3.43455300000000,3.04985300000000
21.3,3.33260900000000,3.06451600000000
21.4,3.37184300000000,3.05474100000000
21.5,3.3848520000000,3.04985300000000
21.6,3.34110200000000,3.05474100000000
21.7,3.23772200000000,3.069404000000
21.8,3.333714000000,3.04985300000000
21.9,3.23177000000000,3.06451600000000
22,3.35829500000000,3.04007800000000
22.1,3.37561300000000,3.03519100000000
22.2,3.39436800000000,3.03030300000000
22.3,3.23997600000000,3.05474100000000
22.4,3.31117900000000,3.04007800000000
22.5,3.29940000000000,3.04007800000000
22.6,3.28762100000000,3.04007800000000
22.7,3.30494000000000,3.03519100000000
22.8,3.29459700000000,3.03519100000000
22.9,3.19696300000000,3.04985300000000
23,3.24050500000000,3.04007800000000
23.1,3.28692100000000,3.03030300000000
23.2,3.30711200000000,3.02541500000000
23.3,3.32874000000000,3.02052800000000
23.4,3.4390960000000,3.00097800000000
23.5,3.40971200000000,3.0058650000000
23.6,3.23340400000000,3.03519100000000
23.7,3.13577000000000,3.04985300000000
23.8,3.17931200000000,3.04007800000000
